index,conference_name,acronym,rank,url
261.0,Australian Institute of Computer Ethics Conference,AICE,Australasian C,https://portal.core.edu.au/conf-ranks/261/
262.0,Australian Knowledge Acquisition Workshop,AKAW,Australasian,https://portal.core.edu.au/conf-ranks/262/
263.0,Australian MADYMO Users Meeting,MADYMO,Australasian,https://portal.core.edu.au/conf-ranks/263/
264.0,Australian MATLAB Conference,MATLAB,Australasian,https://portal.core.edu.au/conf-ranks/264/
265.0,Australian Road Research Board Annual Conference,,B,https://portal.core.edu.au/conf-ranks/265/
266.0,Australian Software Engineering Conference,ASWEC,Australasian B,https://portal.core.edu.au/conf-ranks/266/
267.0,Australian Supercomputing Conference,ACS,Australasian,https://portal.core.edu.au/conf-ranks/267/
268.0,Australian Symposium on Information Visualisation,ASIV,Australasian,https://portal.core.edu.au/conf-ranks/268/
269.0,International Telecommunication Networks and Applications Conference (was Australian Telecommunication Networks and Applications Conference),ITNAC,Australasian C,https://portal.core.edu.au/conf-ranks/269/
270.0,Australian Universities Building Education Association Annual Conference,AUBEA,B,https://portal.core.edu.au/conf-ranks/270/
271.0,Australian UNIX Users Group National Conference,AUUG,Australasian,https://portal.core.edu.au/conf-ranks/271/
272.0,Australian Water Association Convention - Ozwater,,C,https://portal.core.edu.au/conf-ranks/272/
273.0,Australian Women in IT Conference,OzWIT,Australasian,https://portal.core.edu.au/conf-ranks/273/
274.0,"Australian Workshop on Mobile Computing, Databases and Applications",MCDA,Australasian,https://portal.core.edu.au/conf-ranks/274/
275.0,Australian Workshop on Requirements Engineering,AWRE,Australasian,https://portal.core.edu.au/conf-ranks/275/
276.0,Australian Workshop on Safety Critical Systems and Software,SCSS,Australasian,https://portal.core.edu.au/conf-ranks/276/
277.0,Australian Workshop on Software Architecture,AWSA,Australasian,https://portal.core.edu.au/conf-ranks/277/
278.0,Australian World Wide Web Conference,AusWeb,Australasian,https://portal.core.edu.au/conf-ranks/278/
279.0,Automated Software Engineering Conference,ASE,A*,https://portal.core.edu.au/conf-ranks/279/
280.0,Automation and Robotics International Symposium,ISARC,B,https://portal.core.edu.au/conf-ranks/280/
281.0,Automation of Software Test,AST,C,https://portal.core.edu.au/conf-ranks/281/
282.0,International Conference on Computing Education Research (Baltic Sea Conference on Computing Education Research prior to 2008),Koli Calling,B,https://portal.core.edu.au/conf-ranks/282/
283.0,Baosteel Academic Conference,,B,https://portal.core.edu.au/conf-ranks/283/
284.0,Benelux Workshop on Information and System Security,WISSec,C,https://portal.core.edu.au/conf-ranks/284/
285.0,Bioinformatics Visualization,BioViz,C,https://portal.core.edu.au/conf-ranks/285/
286.0,Bled Electronic Commerce Conference,BECC,B,https://portal.core.edu.au/conf-ranks/286/
287.0,Bluff Body Aerodynamics and Applications,,A,https://portal.core.edu.au/conf-ranks/287/
288.0,Body Sensor Networks,BSN,C,https://portal.core.edu.au/conf-ranks/288/
289.0,Brazilian Symposium on Computer Graphics and Image Processing,SIBGRAPI,C,https://portal.core.edu.au/conf-ranks/289/
290.0,Brazilian Symposium on Databases,SBBD,C,https://portal.core.edu.au/conf-ranks/290/
291.0,"Brazilian Symposium on Graphs, Algorithms and Combinatorics",GRACO,C,https://portal.core.edu.au/conf-ranks/291/
292.0,Brazilian Symposium on Information and Computer Systems Security,SBSEG,C,https://portal.core.edu.au/conf-ranks/292/
293.0,British Colloquium for Theoretical Computer Science,BCTCS,C,https://portal.core.edu.au/conf-ranks/293/
294.0,British Computer Society Conference on Human-Computer Interaction,HCI,National,https://portal.core.edu.au/conf-ranks/294/
295.0,British Computer Society Formal Aspects of Computing Science Specialist Group Workshop,BCS-FMW,C,https://portal.core.edu.au/conf-ranks/295/
296.0,British Machine Vision Conference,BMVC,A,https://portal.core.edu.au/conf-ranks/296/
297.0,British National Conference on Databases,BNCOD,B,https://portal.core.edu.au/conf-ranks/297/
298.0,Built Environment Education Conference,BEECON,B,https://portal.core.edu.au/conf-ranks/298/
299.0,CAADFutures Biennial conference,CAADFutures,A,https://portal.core.edu.au/conf-ranks/299/
300.0,Canadian Artificial Intelligence Conference,CAAI,B,https://portal.core.edu.au/conf-ranks/300/
301.0,Canadian Conference on Computational Geometry,CCCG,C,https://portal.core.edu.au/conf-ranks/301/
302.0,Canadian Conference on Computer and Robot Vision,CRV,C,https://portal.core.edu.au/conf-ranks/302/
303.0,Canadian Conference on Electrical and Computer Engineering,CCECE,C,https://portal.core.edu.au/conf-ranks/303/
304.0,Canadian Discrete and Algorithmic Mathematics Conference,CanaDAM,C,https://portal.core.edu.au/conf-ranks/304/
305.0,Canadian Geotechnical Society Conference,,B,https://portal.core.edu.au/conf-ranks/305/
306.0,"Canadian Society for Civil Engineering, International Construction Specialty Conference",ICSC,C,https://portal.core.edu.au/conf-ranks/306/
307.0,Centre for Asian and Middle Eastern Architecture conference,CAMEA,A,https://portal.core.edu.au/conf-ranks/307/
308.0,CGAL User Workshop,CGAL,C,https://portal.core.edu.au/conf-ranks/308/
310.0,Challenges of Large Applications in Distributed Environments,CLADE,C,https://portal.core.edu.au/conf-ranks/310/
311.0,Chemeca: Australasian Conference on Chemical Engineering,,B,https://portal.core.edu.au/conf-ranks/311/
312.0,Chilean Database Workshop,JCC/WBD(CDW),C,https://portal.core.edu.au/conf-ranks/312/
313.0,ChinaGrid Annual Conference,ChinaGrid,C,https://portal.core.edu.au/conf-ranks/313/
314.0,CIRP Life Cycle Engineering Conference,,A,https://portal.core.edu.au/conf-ranks/314/
315.0,Coastal Environment,,C,https://portal.core.edu.au/conf-ranks/315/
317.0,Collaborative Electronic Commerce Technology and Research,CollECTeR,B,https://portal.core.edu.au/conf-ranks/317/
318.0,"Colloquium on Mathematics and Computer Science: Algorithms, Trees, Combinatorics and Probabilities",MathInfo,C,https://portal.core.edu.au/conf-ranks/318/
319.0,Cologne-Twente Workshop on Graphs and Combinatorial Optimization,CTW,C,https://portal.core.edu.au/conf-ranks/319/
320.0,CombinaTexas: Combinatorics in the South-Central U.S.,Combina Texas,C,https://portal.core.edu.au/conf-ranks/320/
321.0,Combinatorial Pattern Matching,CPM,B,https://portal.core.edu.au/conf-ranks/321/
322.0,Committee on Data for Science and Technology,CODATA,C,https://portal.core.edu.au/conf-ranks/322/
323.0,Complex Objects Visualization Workshop,COV,C,https://portal.core.edu.au/conf-ranks/323/
324.0,Complexity and information-theoretic approaches to biology,CITB,B,https://portal.core.edu.au/conf-ranks/324/
325.0,"Composite Construction V, Kruger National Park, South Africa, American Society of Civil Engineers",,A,https://portal.core.edu.au/conf-ranks/325/
326.0,Computability in Europe: Logic and Theory of Algorithms,CiE,C,https://portal.core.edu.au/conf-ranks/326/
327.0,Computational Intelligence in Security for Information Systems,CISIS,National: Spain,https://portal.core.edu.au/conf-ranks/327/
328.0,Computational Techniques and Applications Conference,CTAC,C,https://portal.core.edu.au/conf-ranks/328/
329.0,Computational Topology Workshop,CT,C,https://portal.core.edu.au/conf-ranks/329/
330.0,Computational Wind Engineering,,B,https://portal.core.edu.au/conf-ranks/330/
331.0,Computer Aided Verification,CAV,A*,https://portal.core.edu.au/conf-ranks/331/
333.0,"Computer Animation, Information Visualisation, and Digital Effects",CAivDE,C,https://portal.core.edu.au/conf-ranks/333/
334.0,Computer Applications in The Mineral Industries,APCOM,A,https://portal.core.edu.au/conf-ranks/334/
335.0,Computer Graphics International,CGI,C,https://portal.core.edu.au/conf-ranks/335/
336.0,Computer Science Research Conference,CSRC,C,https://portal.core.edu.au/conf-ranks/336/
337.0,Computer Supported Collaborative Learning,CSCL,B,https://portal.core.edu.au/conf-ranks/337/
338.0,Computers in Cardiology,,A,https://portal.core.edu.au/conf-ranks/338/
339.0,Computing and Control in the Water Industry 2009,,B,https://portal.core.edu.au/conf-ranks/339/
340.0,Computing in Civil Engineering and Building International Conference,ICCCBE,C,https://portal.core.edu.au/conf-ranks/340/
341.0,Computing in Education Group of Victoria Conference,CEG,C,https://portal.core.edu.au/conf-ranks/341/
342.0,Computing: The Australasian Theory Symposium,CATS,Australasian,https://portal.core.edu.au/conf-ranks/342/
343.0,Conference and Symposium of the International Committee on Aeronautical Fatigue,,A,https://portal.core.edu.au/conf-ranks/343/
344.0,Conférence en Recherche d&#x27;information et Applications,CORIA,C,https://portal.core.edu.au/conf-ranks/344/
345.0,Conference for the International Simulation and Gaming Association,ISAGA,C,https://portal.core.edu.au/conf-ranks/345/
346.0,Conference in Uncertainty in Artificial Intelligence,UAI,A,https://portal.core.edu.au/conf-ranks/346/
347.0,Conference of South African Institute of Computer Scientists and Information Technologists,SAICSIT,C,https://portal.core.edu.au/conf-ranks/347/
348.0,Conference of the Association for Machine Translation in the Americas,AMTA,National/Regional,https://portal.core.edu.au/conf-ranks/348/
349.0,Conference of the Association of Asian-Pacific Operational Research Societies,APORS,C,https://portal.core.edu.au/conf-ranks/349/
350.0,Conference of the Australian Institutes of Transport Research,CAITR,C,https://portal.core.edu.au/conf-ranks/350/
351.0,Conference of the Commission Internationale pour l&#x27;Etude et l&#x27;Amelioration de l&#x27;Enseignement des Mathematiques,CIEAEM,C,https://portal.core.edu.au/conf-ranks/351/
352.0,Conference of the European Association for Machine Translation,EAMT,C,https://portal.core.edu.au/conf-ranks/352/
353.0,Conference of the International Society for Decision Support Systems,ISDSS,C,https://portal.core.edu.au/conf-ranks/353/
354.0,Conference of the Pacific Association for Computational Linguistics,PACLING,B,https://portal.core.edu.au/conf-ranks/354/
355.0,Conference on Agile Software Development,XP,B,https://portal.core.edu.au/conf-ranks/355/
356.0,Conference on Algorithmic Aspects in Information and Management,AAIM,C,https://portal.core.edu.au/conf-ranks/356/
357.0,Conference on Algorithms and Hardware for Parallel Processing,CONPAR,C,https://portal.core.edu.au/conf-ranks/357/
358.0,"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms (was Conference on Analysis of Algorithms)",AofA,C,https://portal.core.edu.au/conf-ranks/358/
359.0,Conference on Artificial Intelligence for Applications,CAIA,B,https://portal.core.edu.au/conf-ranks/359/
360.0,Conference on Artificial Neural Networks and Expert systems,ANNES,C,https://portal.core.edu.au/conf-ranks/360/
361.0,Conference on Combinatorial Optimization and Applications,COCOA,C,https://portal.core.edu.au/conf-ranks/361/
362.0,"Conference on Computers, Freedom, and Privacy",CFP,C,https://portal.core.edu.au/conf-ranks/362/
363.0,Conference on Construction Partnering,CII-HK,C,https://portal.core.edu.au/conf-ranks/363/
364.0,"Conference on Discrete Mathematics, Algebra and their Application",DIMA,C,https://portal.core.edu.au/conf-ranks/364/
365.0,Conference on Fun with Algorithms,FUN,National: Italy,https://portal.core.edu.au/conf-ranks/365/
366.0,Conference on Graph Theory and Discrete Geometry,CGTDG,C,https://portal.core.edu.au/conf-ranks/366/
367.0,"Conference on Information Science, Technology and Management",CISTM,B,https://portal.core.edu.au/conf-ranks/367/
368.0,Conference on Information Sciences and Systems,CISS,National: USA,https://portal.core.edu.au/conf-ranks/368/
369.0,Conference on Innovative Data Systems Research,CIDR,A,https://portal.core.edu.au/conf-ranks/369/
370.0,Conference on Integer Programming and Combinatorial Optimization,IPCO,A,https://portal.core.edu.au/conf-ranks/370/
371.0,Conference on Computational Natural Language Learning,CoNLL,B,https://portal.core.edu.au/conf-ranks/371/
372.0,Conference on Office Information Systems,SIGOA,C,https://portal.core.edu.au/conf-ranks/372/
373.0,Conference on Operational Research Practice in Africa,ORPA,C,https://portal.core.edu.au/conf-ranks/373/
374.0,International Conference on Operations Research,GOR,C,https://portal.core.edu.au/conf-ranks/374/
375.0,"Conference on Orders, Algorithms and Applications",Ordal,C,https://portal.core.edu.au/conf-ranks/375/
376.0,Conference on Railway Engineering,,A,https://portal.core.edu.au/conf-ranks/376/
377.0,Conference on RFID Security,RFIDSec,C,https://portal.core.edu.au/conf-ranks/377/
378.0,Conference on Security and Cryptography for Networks,SCN,National: Italy,https://portal.core.edu.au/conf-ranks/378/
379.0,Conference on Security in Network Architectures and Information Systems,SAR-SSI,C,https://portal.core.edu.au/conf-ranks/379/
380.0,"Conference on Software Engineering Education and Training (previously Conference is Software Engineering Education, CSEE, changed in 1997)",CSEET,C,https://portal.core.edu.au/conf-ranks/380/
381.0,Conference on Software in Telecommunications and Computer Networks,SOFTCOM,National: Croatia,https://portal.core.edu.au/conf-ranks/381/
382.0,Conference on Spatial Information Theory,COSIT,C,https://portal.core.edu.au/conf-ranks/382/
383.0,Conference on the Quality of Software Architectures,QoSA,B,https://portal.core.edu.au/conf-ranks/383/
384.0,Conference on Theory and Applications of Models of Computation,TAMC,C,https://portal.core.edu.au/conf-ranks/384/
385.0,Conference on Visualization and Data Analysis,VDA,National: USA,https://portal.core.edu.au/conf-ranks/385/
386.0,Congress of the Italian Assoc for AI,AI*IA,B,https://portal.core.edu.au/conf-ranks/386/
387.0,Congress of the Modelling and Simulation Society of Australia and New Zealand,Modsim 03,A,https://portal.core.edu.au/conf-ranks/387/
388.0,ConnectED: International Conference on Design Education,ConnectED,C,https://portal.core.edu.au/conf-ranks/388/
389.0,Constraint Databases and Applications,CDB,C,https://portal.core.edu.au/conf-ranks/389/
390.0,Constraint Programming Day,CPD,C,https://portal.core.edu.au/conf-ranks/390/
391.0,"Construction Applications of Virtual Reality, International Conference",CAVR,C,https://portal.core.edu.au/conf-ranks/391/
392.0,Construction Applications to Virtual Reality Conference,CONVR,C,https://portal.core.edu.au/conf-ranks/392/
393.0,Construction Automation Conference,,B,https://portal.core.edu.au/conf-ranks/393/
394.0,Construction in the Twenty-first Century Conferences,CITC,B,https://portal.core.edu.au/conf-ranks/394/
395.0,Construction Management and Economics Conference,CME 25,A,https://portal.core.edu.au/conf-ranks/395/
396.0,Construction Management and Real Estate International Symposium,CRIOCM,B,https://portal.core.edu.au/conf-ranks/396/
397.0,Contact Mechanics,,A,https://portal.core.edu.au/conf-ranks/397/
398.0,"Cooperative Design, Visualization, and Engineering",CDVE,C,https://portal.core.edu.au/conf-ranks/398/
399.0,Cooperative Research Centre for Construction Innovation International Conference,CRCCI,B,https://portal.core.edu.au/conf-ranks/399/
400.0,Coordinated and Multiple Views in Exploratory Visualization,CMV,C,https://portal.core.edu.au/conf-ranks/400/
401.0,Corrosion and Prevention,,A,https://portal.core.edu.au/conf-ranks/401/
402.0,Cryptography Policy and Algorithms Conference,CryPAC,C,https://portal.core.edu.au/conf-ranks/402/
403.0,Crypto&#x27;Puces,Crypto&#x27;Puces,C,https://portal.core.edu.au/conf-ranks/403/
404.0,Cultural Attitudes towards Technology and Communications,CATAC,B,https://portal.core.edu.au/conf-ranks/404/
405.0,Cultural Heritage Knowledge Visualisation,CHKV,C,https://portal.core.edu.au/conf-ranks/405/
